"Autosampler.Position","Species.ID","Tree.ID","Lab.No","Lab.ID","FID.File","FID.Date","FID.Time","FID.Channel.CH4","Certified.Value.CO2...10","CH4.Area","CH4.ppm","CH4.Unit","FID.Channel.CO2","Certified.Value.CO2...15","CO2.Area","CO2.ppm","CO2.Unit","ECD.File","ECD.Date","ECD.Time","ECD.Channel.O2","Certified.Value.O2","O2.Area","O2.ppm","ECD.Channel.N2O","Certified.Value.N2O","N2O.Area","N2O.ppm","N2O.Unit","CO2_concentration","CH4_concentration","N2O_concentration","O2_concentration"
168,"BLANK","BLANK",458,"BLANK","F220930s458.CHR",2022-10-04,1899-12-31 02:10:51,"CH4",1.413,0.4731,2.3642,"ppm","CO2",1.953,97.4561,150.6125,"ppm","E220930s458.CHR",2022-10-04,1899-12-31 02:10:51,"O2",1.166,3067.2938,121095.4707,"N2O",2.266,53.3886,0.0201,"ppm",235.155229701421,0,0.177894982236588,142925.465539641
169,"QURU","RO8",459,"459g","F220930s459.CHR",2022-10-04,1899-12-31 02:16:15,"CH4",1.37,11701.7268,50612.869,"ppm","CO2",1.87,30230.6021,111515.0798,"ppm","E220930s459.CHR",2022-10-04,1899-12-31 02:16:15,"O2",1.153,1868.1844,42670.973,"N2O",2.243,397.7856,1.4317,"ppm",152991.096820263,73844.1685507588,1.51922604313383,42747.2454106633
170,"BLANK","BLANK",460,"BLANK","F220930s460.CHR",2022-10-04,1899-12-31 02:21:39,"CH4",1.406,30.4794,132.1481,"ppm","CO2",1.946,247.038,703.4293,"ppm","E220930s460.CHR",2022-10-04,1899-12-31 02:21:39,"O2",1.16,3178.438,131548.3149,"N2O",2.253,70.016,0.0882,"ppm",787.855774062172,115.942330519472,0.24240940688379,154532.854428519
171,"QURU","RO9",461,"461g","F220930s461.CHR",2022-10-04,1899-12-31 02:27:04,"CH4",1.413,94.4802,408.9656,"ppm","CO2",1.953,1195.2698,4207.8536,"ppm","E220930s461.CHR",2022-10-04,1899-12-31 02:27:04,"O2",1.163,3515.2927,173465.4221,"N2O",2.256,115.851,0.2761,"ppm",4339.26013415932,397.892317387598,0.420378062642096,192118.626347195
172,"BLANK","BLANK",462,"BLANK","F220930s462.CHR",2022-10-04,1899-12-31 02:32:28,"CH4",1.406,0.3556,1.856,"ppm","CO2",1.946,93.1032,134.5253,"ppm","E220930s462.CHR",2022-10-04,1899-12-31 02:32:28,"O2",1.16,3047.0466,119292.7128,"N2O",2.26,51.1444,0.0109,"ppm",219.102111927265,0,0.169189372594039,140853.358826761
173,"Check Standard","CHECK",463,"ChkStd15","F220930s463.CHR",2022-10-04,1899-12-31 02:37:52,"CH4",1.416,0.7278,3.4658,"ppm","CO2",1.956,172.333,427.3385,"ppm","E220930s463.CHR",2022-10-04,1899-12-31 02:37:52,"O2",1.17,3883.3629,227747.9562,"N2O",2.266,95.9518,0.1945,"ppm",511.566679616777,0,0.34309005146699,237324.410141325
174,"BLANK","BLANK",464,"BLANK","F220930s464.CHR",2022-10-04,1899-12-31 02:43:17,"CH4",1.41,0.3594,1.8724,"ppm","CO2",1.95,99.2472,157.232,"ppm","E220930s464.CHR",2022-10-04,1899-12-31 02:43:17,"O2",1.163,3069.7901,121323.2755,"N2O",2.266,55.4514,0.0285,"ppm",241.761155629674,0,0.1858973112619,143181.843152194
175,"QUVE","BO1",465,"465g","F220930s465.CHR",2022-10-04,1899-12-31 02:48:41,"CH4",1.41,2413.655,10439.9085,"ppm","CO2",1.96,10270.1095,37746.1602,"ppm","E220930s465.CHR",2022-10-04,1899-12-31 02:48:41,"O2",1.166,3210.6771,134788.7088,"N2O",2.26,263.1596,0.8799,"ppm",42496.5307692319,11525.0918179167,0.993627022256524,157973.462660618
176,"BLANK","BLANK",466,"BLANK","F220930s466.CHR",2022-10-04,1899-12-31 02:54:06,"CH4",1.406,5.142,22.5582,"ppm","CO2",1.946,130.453,272.5607,"ppm","E220930s466.CHR",2022-10-04,1899-12-31 02:54:06,"O2",1.156,3115.8828,125529.5554,"N2O",2.256,58.5687,0.0413,"ppm",356.901428268796,4.69341284124071,0.197991142881741,147951.413446214
177,"SAAL","SA1",467,"467g","F220930s467.CHR",2022-10-04,1899-12-31 02:59:30,"CH4",1.406,53.4782,231.6229,"ppm","CO2",1.95,719.9354,2451.1382,"ppm","E220930s467.CHR",2022-10-04,1899-12-31 02:59:30,"O2",1.16,3465.6027,166137.2028,"N2O",2.256,96.9198,0.1985,"ppm",2548.69057540163,217.10624608486,0.346848917239591,186346.768553587
178,"BLANK","BLANK",468,"BLANK","F220930s468.CHR",2022-10-04,1899-12-31 03:04:54,"CH4",1.41,0.4298,2.1769,"ppm","CO2",1.95,101.5212,165.6361,"ppm","E220930s468.CHR",2022-10-04,1899-12-31 03:04:54,"O2",1.166,3096.4254,123753.9321,"N2O",2.26,58.0014,0.039,"ppm",250.148534617915,0,0.195790189122704,145929.741501797
179,"TSCA","H101",469,"469g","F220930s469.CHR",2022-10-04,1899-12-31 03:10:19,"CH4",1.406,89.7445,388.4827,"ppm","CO2",1.956,3140.6814,11397.6016,"ppm","E220930s469.CHR",2022-10-04,1899-12-31 03:10:19,"O2",1.156,3296.145,144015.9414,"N2O",2.253,162.6359,0.4679,"ppm",11883.4323342494,376.983376885523,0.602229559299478,167255.139397547
180,"BLANK","BLANK",470,"BLANK","F220930s470.CHR",2022-10-04,1899-12-31 03:15:43,"CH4",1.416,0.4012,2.0532,"ppm","CO2",1.96,111.7633,203.4883,"ppm","E220930s470.CHR",2022-10-04,1899-12-31 03:15:43,"O2",1.166,3204.6892,134162.7255,"N2O",2.27,56.1846,0.0315,"ppm",287.931180402386,0,0.188741744804447,157331.918077223
181,"TSCA","H102",471,"471g","F220930s471.CHR",2022-10-04,1899-12-31 03:21:07,"CH4",1.41,1.546,7.0047,"ppm","CO2",1.956,1800.0118,6442.8267,"ppm","E220930s471.CHR",2022-10-04,1899-12-31 03:21:07,"O2",1.16,3329.2542,147841.1226,"N2O",2.263,128.8818,0.3295,"ppm",6647.24411323699,0,0.471008640957542,170913.343981261
182,"BLANK","BLANK",472,"BLANK","F220930s472.CHR",2022-10-04,1899-12-31 03:26:32,"CH4",1.406,0.2822,1.5385,"ppm","CO2",1.946,90.4364,124.6695,"ppm","E220930s472.CHR",2022-10-04,1899-12-31 03:26:32,"O2",1.156,2903.7246,107352.2566,"N2O",2.26,50.4396,0.008,"ppm",209.268042856582,0,0.166455434333446,126559.518495323
183,"TSCA","H103",473,"473g","F220930s473.CHR",2022-10-04,1899-12-31 03:31:56,"CH4",1.406,2.4592,10.9545,"ppm","CO2",1.95,1096.2704,3841.9769,"ppm","E220930s473.CHR",2022-10-04,1899-12-31 03:31:56,"O2",1.16,3320.8289,146810.267,"N2O",2.253,112.0092,0.2603,"ppm",3964.62474889984,0,0.405453834615543,169979.124454794
184,"BLANK","BLANK",474,"BLANK","F220930s474.CHR",2022-10-04,1899-12-31 03:37:21,"CH4",1.406,0.257,1.4295,"ppm","CO2",1.943,83.0562,97.3941,"ppm","E220930s474.CHR",2022-10-04,1899-12-31 03:37:21,"O2",1.156,2871.2134,104823.7773,"N2O",2.253,48.896,0.0016,"ppm",182.056278766649,0,0.16046792401742,123408.248420769
185,"TSCA","H104",475,"475g","F220930s475.CHR",2022-10-04,1899-12-31 03:42:45,"CH4",1.403,4.3896,19.3039,"ppm","CO2",1.943,668.7318,2261.9026,"ppm","E220930s475.CHR",2022-10-04,1899-12-31 03:42:45,"O2",1.16,3257.7494,139709.7116,"N2O",2.25,95.0277,0.1907,"ppm",2357.04407431527,1.39308327405917,0.339501733422979,163056.620990821
186,"BLANK","BLANK",476,"BLANK","F220930s476.CHR",2022-10-04,1899-12-31 03:48:10,"CH4",1.406,0.3342,1.7634,"ppm","CO2",1.95,97.4558,150.6114,"ppm","E220930s476.CHR",2022-10-04,1899-12-31 03:48:10,"O2",1.16,3031.1121,117925.4499,"N2O",2.26,55.3788,0.0282,"ppm",235.154123267578,0,0.185615663758734,139231.80828238
187,"TSCA","H2",477,"477g","F220930s477.CHR",2022-10-04,1899-12-31 03:53:34,"CH4",1.406,0.4726,2.362,"ppm","CO2",1.953,202.1481,537.5276,"ppm","E220930s477.CHR",2022-10-04,1899-12-31 03:53:34,"O2",1.16,3461.6344,165551.9629,"N2O",2.263,79.6677,0.1278,"ppm",621.773544450815,0,0.279869456453662,185889.216547302
188,"BLANK","BLANK",478,"BLANK","F220930s478.CHR",2022-10-04,1899-12-31 03:58:58,"CH4",1.406,0.3492,1.8283,"ppm","CO2",1.95,101.5096,165.5932,"ppm","E220930s478.CHR",2022-10-04,1899-12-31 03:58:58,"O2",1.16,3109.8716,124980.9915,"N2O",2.263,58.3907,0.0406,"ppm",250.10574819231,0,0.197300553186413,147325.54613935
189,"TSCA","H3",479,"479g","F220930s479.CHR",2022-10-04,1899-12-31 04:04:22,"CH4",1.406,0.4598,2.3067,"ppm","CO2",1.953,332.1429,1017.9554,"ppm","E220930s479.CHR",2022-10-04,1899-12-31 04:04:22,"O2",1.16,3464.6568,165997.7027,"N2O",2.266,85.9224,0.1534,"ppm",1103.23130473539,0,0.304149581865565,186237.659027163
190,"BLANK","BLANK",480,"BLANK","F220930s480.CHR",2022-10-04,1899-12-31 04:09:46,"CH4",1.41,0.3298,1.7444,"ppm","CO2",1.946,87.7208,114.6333,"ppm","E220930s480.CHR",2022-10-04,1899-12-31 04:09:46,"O2",1.16,2934.6535,109856.5106,"N2O",2.263,50.46,0.0081,"ppm",199.254689313053,0,0.166534565858269,129588.703735842
191,"TSCA","H301",481,"BLANK","F220930s481.CHR",2022-10-04,1899-12-31 04:15:10,"CH4",1.42,0.3959,2.0303,"ppm","CO2",1.963,99.487,158.1182,"ppm","E220930s481.CHR",2022-10-04,1899-12-31 04:15:10,"O2",1.17,3181.0606,131803.8833,"N2O",2.276,57.7186,0.0378,"ppm",242.645607096149,0,0.194693020782285,154811.504031153
192,"BLANK","BLANK",482,"BLANK","F220930s482.CHR",2022-10-04,1899-12-31 04:20:34,"CH4",1.41,0.3716,1.9252,"ppm","CO2",1.946,98.5236,154.5577,"ppm","E220930s482.CHR",2022-10-04,1899-12-31 04:20:34,"O2",1.156,3106.0925,124636.1223,"N2O",2.26,57.7565,0.038,"ppm",239.092342375222,0,0.194840059545535,146932.668018605
193,"Check Standard","CHECK",483,"ChkStd16","F220930s483.CHR",2022-10-04,1899-12-31 04:25:59,"CH4",1.406,0.6854,3.2824,"ppm","CO2",1.946,175.4602,438.8959,"ppm","E220930s483.CHR",2022-10-04,1899-12-31 04:25:59,"O2",1.16,3769.2454,210918.0496,"N2O",2.256,95.392,0.1922,"ppm",523.122060858296,0,0.34091631604592,222846.600929111
194,"BLANK","BLANK",484,"BLANK","F220930s484.CHR",2022-10-04,1899-12-31 04:31:24,"CH4",1.416,0.3234,1.7167,"ppm","CO2",1.96,88.3275,116.8755,"ppm","E220930s484.CHR",2022-10-04,1899-12-31 04:31:24,"O2",1.166,3061.9587,120608.6057,"N2O",2.27,50.946,0.01,"ppm",201.491742755503,0,0.168419769117487,142378.200710017
195,"TSCA","H4",485,"485g","F220930s485.CHR",2022-10-04,1899-12-31 04:36:48,"CH4",1.413,48.8988,211.816,"ppm","CO2",1.96,2459.8939,8881.5836,"ppm","E220930s485.CHR",2022-10-04,1899-12-31 04:36:48,"O2",1.166,3345.8166,149867.5716,"N2O",2.26,151.1461,0.4208,"ppm",9203.9212334339,196.949127616981,0.557550844692473,172756.425453565
196,"BLANK","BLANK",486,"BLANK","F220930s486.CHR",2022-10-04,1899-12-31 04:42:12,"CH4",1.42,0.3457,1.8131,"ppm","CO2",1.96,100.1549,160.5866,"ppm","E220930s486.CHR",2022-10-04,1899-12-31 04:42:12,"O2",1.166,3142.735,128069.1106,"N2O",2.276,56.853,0.0343,"ppm",245.109042452315,0,0.191334830211508,150761.250800844
197,"TSCA","H5",487,"487g","F220930s487.CHR",2022-10-04,1899-12-31 04:47:36,"CH4",1.41,589.255,2548.9758,"ppm","CO2",1.96,8576.1763,31485.8126,"ppm","E220930s487.CHR",2022-10-04,1899-12-31 04:47:36,"O2",1.16,2766.3068,96945.9543,"N2O",2.256,263.4417,0.881,"ppm",34800.88957558,2623.11311020889,0.99472667910042,113469.641236152
198,"BLANK","BLANK",488,"BLANK","F220930s488.CHR",2022-10-04,1899-12-31 04:53:00,"CH4",1.42,0.4262,2.1613,"ppm","CO2",1.963,91.7848,129.6528,"ppm","E220930s488.CHR",2022-10-04,1899-12-31 04:53:00,"O2",1.17,2987.566,114188.9683,"N2O",2.273,50.6454,0.0088,"ppm",214.240309776555,0,0.167253733488193,134841.70361502
199,"TSCA","H8",489,"489g","F220930s489.CHR",2022-10-04,1899-12-31 04:58:25,"CH4",1.413,0.6868,3.2885,"ppm","CO2",1.96,1463.7486,5200.0832,"ppm","E220930s489.CHR",2022-10-04,1899-12-31 04:58:25,"O2",1.166,3379.7498,154083.2604,"N2O",2.263,124.2584,0.3105,"ppm",5359.76505618167,0,0.453042886124275,176559.868818704
200,"BLANK","BLANK",490,"BLANK","F220930s490.CHR",2022-10-04,1899-12-31 05:03:49,"CH4",1.41,0.3129,1.6713,"ppm","CO2",1.946,101.3299,164.9291,"ppm","E220930s490.CHR",2022-10-04,1899-12-31 05:03:49,"O2",1.16,3048.3722,119406.4562,"N2O",2.256,57.7138,0.0378,"ppm",249.442929019694,0,0.19467439846791,140988.621340415
201,"TSCA","H9",491,"491g","F220930s491.CHR",2022-10-04,1899-12-31 05:09:14,"CH4",1.406,0.633,3.0558,"ppm","CO2",1.956,3266.9808,11864.3722,"ppm","E220930s491.CHR",2022-10-04,1899-12-31 05:09:14,"O2",1.156,3196.4401,133302.5927,"N2O",2.253,174.134,0.515,"ppm",12385.2065759618,0,0.646952416579665,156449.980736225
202,"BLANK","BLANK",492,"BLANK","F220930s492.CHR",2022-10-04,1899-12-31 05:14:38,"CH4",1.406,0.262,1.4511,"ppm","CO2",1.953,92.716,133.0943,"ppm","E220930s492.CHR",2022-10-04,1899-12-31 05:14:38,"O2",1.163,3007.3062,115882.78,"N2O",2.266,51.1635,0.0109,"ppm",217.674236030263,0,0.169263462631379,136824.321036805
203,"TSCA","HX2",493,"493g","F220930s493.CHR",2022-10-04,1899-12-31 05:20:02,"CH4",1.406,2.3602,10.5263,"ppm","CO2",1.953,1340.8689,4745.9509,"ppm","E220930s493.CHR",2022-10-04,1899-12-31 05:20:02,"O2",1.16,3486.7736,169259.4608,"N2O",2.253,121.25,0.2982,"ppm",4891.87143280581,0,0.441353780546161,188796.296813244
204,"BLANK","BLANK",494,"BLANK","F220930s494.CHR",2022-10-04,1899-12-31 05:25:26,"CH4",1.413,0.3354,1.7686,"ppm","CO2",1.953,101.5678,165.8083,"ppm","E220930s494.CHR",2022-10-04,1899-12-31 05:25:26,"O2",1.166,3099.8822,124069.3892,"N2O",2.266,57.2378,0.0358,"ppm",250.320418141647,0,0.192827695901402,146288.029651498
205,"TSCA","HX3",495,"495g","F220930s495.CHR",2022-10-04,1899-12-31 05:30:51,"CH4",1.41,2.479,11.0401,"ppm","CO2",1.96,2578.86,9321.2522,"ppm","E220930s495.CHR",2022-10-04,1899-12-31 05:30:51,"O2",1.163,3391.1636,155609.8071,"N2O",2.26,154.486,0.4344,"ppm",9669.0961044834,0,0.57053700603683,177847.45092389
206,"BLANK","BLANK",496,"BLANK","F220930s496.CHR",2022-10-04,1899-12-31 05:36:15,"CH4",1.406,0.3035,1.6306,"ppm","CO2",1.946,109.0225,193.359,"ppm","E220930s496.CHR",2022-10-04,1899-12-31 05:36:15,"O2",1.16,3088.4174,123023.1463,"N2O",2.256,58.3579,0.0404,"ppm",277.819550181535,0,0.197173298766483,145101.197426589
207,"TSCA","HX4",497,"497g","F220930s497.CHR",2022-10-04,1899-12-31 05:41:40,"CH4",1.413,0.5323,2.6202,"ppm","CO2",1.96,943.178,3276.1862,"ppm","E220930s497.CHR",2022-10-04,1899-12-31 05:41:40,"O2",1.166,3467.1695,166368.2725,"N2O",2.263,107.5479,0.2421,"ppm",3387.05867317392,0,0.388124700133583,186527.561642187
208,"BLANK","BLANK",498,"BLANK","F220930s498.CHR",2022-10-04,1899-12-31 05:47:05,"CH4",1.406,0.357,1.862,"ppm","CO2",1.95,100.4574,161.7046,"ppm","E220930s498.CHR",2022-10-04,1899-12-31 05:47:05,"O2",1.16,3124.1466,126283.6847,"N2O",2.256,58.018,0.039,"ppm",246.224775619366,0,0.19585459173076,148813.695329629
209,"TSCA","HX5",499,"499g","F220930s499.CHR",2022-10-04,1899-12-31 05:52:29,"CH4",1.41,0.822,3.8732,"ppm","CO2",1.96,3674.3612,13369.9468,"ppm","E220930s499.CHR",2022-10-04,1899-12-31 05:52:29,"O2",1.16,3289.7898,143299.4066,"N2O",2.256,183.7461,0.5544,"ppm",14013.6518307137,0,0.684348623948936,166556.958271839
210,"BLANK","BLANK",500,"BLANK","F220930s500.CHR",2022-10-04,1899-12-31 05:57:54,"CH4",1.416,0.307,1.6458,"ppm","CO2",1.96,116.0734,219.4173,"ppm","E220930s500.CHR",2022-10-04,1899-12-31 05:57:54,"O2",1.17,3268.8076,140933.7097,"N2O",2.273,61.9063,0.055,"ppm",303.833820300699,0,0.210940614474919,164261.003401026
211,"TSCA","HZ1",501,"501g","F220930s501.CHR",2022-10-04,1899-12-31 06:03:18,"CH4",1.42,0.7148,3.4096,"ppm","CO2",1.973,3142.3987,11403.9483,"ppm","E220930s501.CHR",2022-10-04,1899-12-31 06:03:18,"O2",1.17,3457.8471,164993.4166,"N2O",2.27,174.503,0.5165,"ppm",11890.2451797817,0,0.648387870698709,185453.002500035
212,"BLANK","BLANK",502,"BLANK","F220930s502.CHR",2022-10-04,1899-12-31 06:08:42,"CH4",1.416,0.273,1.4987,"ppm","CO2",1.96,105.2414,179.385,"ppm","E220930s502.CHR",2022-10-04,1899-12-31 06:08:42,"O2",1.166,3147.3191,128515.8243,"N2O",2.273,55.5032,0.0287,"ppm",263.871072763707,0,0.186098266656792,151243.232715454
213,"Check Standard","CHECK",503,"ChkStd17","F220930s503.CHR",2022-10-04,1899-12-31 06:14:06,"CH4",1.42,0.6706,3.2184,"ppm","CO2",1.963,166.94,407.4074,"ppm","E220930s503.CHR",2022-10-04,1899-12-31 06:14:06,"O2",1.17,3890.9418,228865.6829,"N2O",2.273,94.8719,0.1901,"ppm",491.641000291902,0,0.338896763213718,238300.632874876
214,"BLANK","BLANK",504,"BLANK","F220930s504.CHR",2022-10-04,1899-12-31 06:19:30,"CH4",1.406,0.3143,1.6773,"ppm","CO2",1.946,92.5938,132.6427,"ppm","E220930s504.CHR",2022-10-04,1899-12-31 06:19:30,"O2",1.16,3006.6393,115825.5565,"N2O",2.26,54.6136,0.0251,"ppm",217.223602430608,0,0.182647143377414,136757.137766986
215,"Ambient 210719","Amb1",505,"505g","F220930s505.CHR",2022-10-04,1899-12-31 06:24:54,"CH4",1.403,0.4986,2.4745,"ppm","CO2",1.943,166.4366,405.5469,"ppm","E220930s505.CHR",2022-10-04,1899-12-31 06:24:54,"O2",1.16,3354.6278,150945.6429,"N2O",2.253,77.4016,0.1185,"ppm",489.781209228824,0,0.271073547838476,173740.509929849
216,"BLANK","BLANK",506,"BLANK","F220930s506.CHR",2022-10-04,1899-12-31 06:30:19,"CH4",1.416,0.3516,1.8387,"ppm","CO2",1.956,97.2065,149.69,"ppm","E220930s506.CHR",2022-10-04,1899-12-31 06:30:19,"O2",1.166,3074.8518,121785.1908,"N2O",2.27,55.8832,0.0303,"ppm",234.23467959656,0,0.187572464179641,143702.305141821
217,"Ambient 210720","Amb2",507,"507g","F220930s507.CHR",2022-10-04,1899-12-31 06:35:44,"CH4",1.416,9.0764,39.5754,"ppm","CO2",1.956,153.5567,357.9461,"ppm","E220930s507.CHR",2022-10-04,1899-12-31 06:35:44,"O2",1.166,3536.545,176599.6848,"N2O",2.27,74.8994,0.1082,"ppm",442.204837864769,21.9543134974767,0.26136174845809,194611.276354029
218,"BLANK","BLANK",508,"BLANK","F220930s508.CHR",2022-10-04,1899-12-31 06:41:08,"CH4",1.413,0.4036,2.0636,"ppm","CO2",1.95,97.7742,151.7881,"ppm","E220930s508.CHR",2022-10-04,1899-12-31 06:41:08,"O2",1.163,3107.7806,124790.1732,"N2O",2.263,57.448,0.0367,"ppm",236.328423028657,0,0.193643191038789,147108.107901476
219,"Ambient 210721","Amb3",509,"509g","F220930s509.CHR",2022-10-04,1899-12-31 06:46:32,"CH4",1.42,0.7777,3.6816,"ppm","CO2",1.963,157.9996,374.3659,"ppm","E220930s509.CHR",2022-10-04,1899-12-31 06:46:32,"O2",1.17,3629.087,190247.6635,"N2O",2.273,75.2704,0.1098,"ppm",458.614509492483,0,0.262801676817138,205633.296299928
220,"BLANK","BLANK",510,"BLANK","F220930s510.CHR",2022-10-04,1899-12-31 06:51:56,"CH4",1.416,0.3352,1.7677,"ppm","CO2",1.956,95.7718,144.3878,"ppm","E220930s510.CHR",2022-10-04,1899-12-31 06:51:56,"O2",1.166,3044.6814,119089.7663,"N2O",2.273,53.8796,0.0221,"ppm",228.943471311024,0,0.179799709826678,140612.156059018
221,"Ambient 210722","Amb4",511,"511g","F220930s511.CHR",2022-10-04,1899-12-31 06:57:21,"CH4",1.42,0.9873,4.5882,"ppm","CO2",1.96,170.1856,419.4023,"ppm","E220930s511.CHR",2022-10-04,1899-12-31 06:57:21,"O2",1.166,3629.3732,190289.8719,"N2O",2.27,77.6053,0.1193,"ppm",503.632296766739,0,0.27186419425308,205667.807156572
222,"BLANK","BLANK",512,"BLANK","F220930s512.CHR",2022-10-04,1899-12-31 07:02:45,"CH4",1.406,0.3439,1.8054,"ppm","CO2",1.95,91.0412,126.9047,"ppm","E220930s512.CHR",2022-10-04,1899-12-31 07:02:45,"O2",1.16,2979.4462,113492.2472,"N2O",2.26,54.0572,0.0228,"ppm",211.498241044176,0,0.18048867568771,134029.794172563
223,"Ambient 210723","Amb5",513,"513g","F220930s513.CHR",2022-10-04,1899-12-31 07:08:09,"CH4",1.406,1.0218,4.7374,"ppm","CO2",1.946,193.2908,504.7933,"ppm","E220930s513.CHR",2022-10-04,1899-12-31 07:08:09,"O2",1.16,3505.63,172040.3791,"N2O",2.26,76.865,0.1163,"ppm",589.025408137371,0,0.268990792645179,190990.065957838
224,"BLANK","BLANK",514,"BLANK","F220930s514.CHR",2022-10-04,1899-12-31 07:13:33,"CH4",1.406,0.4042,2.0662,"ppm","CO2",1.95,106.0354,182.3194,"ppm","E220930s514.CHR",2022-10-04,1899-12-31 07:13:33,"O2",1.16,3194.3857,133102.3945,"N2O",2.263,62.7392,0.0584,"ppm",266.80002994506,0,0.214172318523174,156230.675850818
225,"Ambient 210726","Amb6",515,"515g","F220930s515.CHR",2022-10-04,1899-12-31 07:18:58,"CH4",1.41,0.5434,2.6682,"ppm","CO2",1.953,199.9106,529.2584,"ppm","E220930s515.CHR",2022-10-04,1899-12-31 07:18:58,"O2",1.166,3419.951,159459.9979,"N2O",2.263,76.7483,0.1158,"ppm",613.500146389352,0,0.26853783756839,181113.388205474
226,"BLANK","BLANK",516,"BLANK","F220930s516.CHR",2022-10-04,1899-12-31 07:24:22,"CH4",1.413,0.3555,1.8555,"ppm","CO2",1.953,93.5278,136.0945,"ppm","E220930s516.CHR",2022-10-04,1899-12-31 07:24:22,"O2",1.166,3023.3743,117261.5065,"N2O",2.266,53.3825,0.02,"ppm",220.667923455253,0,0.177871318750945,138447.303253328
227,"Ambient 210728","Amb7",517,"517g","F220930s517.CHR",2022-10-04,1899-12-31 07:29:46,"CH4",1.413,0.474,2.3681,"ppm","CO2",1.956,155.1555,363.8549,"ppm","E220930s517.CHR",2022-10-04,1899-12-31 07:29:46,"O2",1.166,3503.0833,171664.795,"N2O",2.266,76.7386,0.1158,"ppm",448.109732629148,0,0.268500188401119,190693.118501253
228,"BLANK","BLANK",518,"BLANK","F220930s518.CHR",2022-10-04,1899-12-31 07:35:10,"CH4",1.4,0.3617,1.8824,"ppm","CO2",1.94,104.8668,178.0006,"ppm","E220930s518.CHR",2022-10-04,1899-12-31 07:35:10,"O2",1.156,3036.2782,118368.7281,"N2O",2.25,60.3616,0.0486,"ppm",262.489244769158,0,0.204947246846895,139756.641705727
229,"Ambient 210729","Amb8",519,"519g","F220930s519.CHR",2022-10-04,1899-12-31 07:40:35,"CH4",1.41,0.473,2.3637,"ppm","CO2",1.95,169.3366,416.2646,"ppm","E220930s519.CHR",2022-10-04,1899-12-31 07:40:35,"O2",1.163,3530.8915,175765.9136,"N2O",2.263,75.8643,0.1122,"ppm",500.495461230226,0,0.265106752283927,193946.779796258
230,"BLANK","BLANK",520,"BLANK","F220930s520.CHR",2022-10-04,1899-12-31 07:45:59,"CH4",1.413,0.3683,1.9109,"ppm","CO2",1.956,98.7856,155.526,"ppm","E220930s520.CHR",2022-10-04,1899-12-31 07:45:59,"O2",1.166,3093.5402,123490.6375,"N2O",2.27,57.2926,0.0361,"ppm",240.058656721934,0,0.193040298437828,145630.989930108
231,"Ambient 210729.2","Amb9",521,"521g","F220930s521.CHR",2022-10-04,1899-12-31 07:51:23,"CH4",1.42,0.5483,2.6894,"ppm","CO2",1.963,170.3298,419.9352,"ppm","E220930s521.CHR",2022-10-04,1899-12-31 07:51:23,"O2",1.17,3626.4787,189862.9947,"N2O",2.273,76.6245,0.1153,"ppm",504.16508505649,0,0.268057326150235,205318.900020178
232,"BLANK","BLANK",522,"BLANK","F220930s522.CHR",2022-10-04,1899-12-31 07:56:48,"CH4",1.406,0.3651,1.8971,"ppm","CO2",1.946,98.1774,153.2782,"ppm","E220930s522.CHR",2022-10-04,1899-12-31 07:56:48,"O2",1.16,3023.9124,117307.6782,"N2O",2.263,54.8618,0.0261,"ppm",237.815489329056,0,0.183610005831643,138501.797318271
233,"Check Standard","CHECK",523,"ChkStd18","F220930s523.CHR",2022-10-04,1899-12-31 08:02:13,"CH4",1.413,0.6923,3.3123,"ppm","CO2",1.956,166.6888,406.479,"ppm","E220930s523.CHR",2022-10-04,1899-12-31 08:02:13,"O2",1.166,3848.7682,222645.9729,"N2O",2.27,95.629,0.1932,"ppm",490.712949086284,0,0.341836597167574,232891.600002832
234,"BLANK","BLANK",524,"BLANK","F220930s524.CHR",2022-10-04,1899-12-31 08:07:37,"CH4",1.416,0.2784,1.5221,"ppm","CO2",1.96,84.0064,100.9058,"ppm","E220930s524.CHR",2022-10-04,1899-12-31 08:07:37,"O2",1.163,2950.3384,111126.487,"N2O",2.27,46.1584,0,"ppm",185.559510565503,0,0.149849502177211,131136.54495397
235,"Ambient 210730","Amb10",525,"525g","F220930s525.CHR",2022-10-04,1899-12-31 08:13:02,"CH4",1.403,0.4448,2.2418,"ppm","CO2",1.943,171.4815,424.1916,"ppm","E220930s525.CHR",2022-10-04,1899-12-31 08:13:02,"O2",1.16,3361.2294,151753.3644,"N2O",2.25,79.2872,0.1262,"ppm",508.4204396923,0,0.278392506527284,174479.436179985
236,"BLANK","BLANK",526,"BLANK","F220930s526.CHR",2022-10-04,1899-12-31 08:18:26,"CH4",1.406,0.3679,1.9092,"ppm","CO2",1.946,98.6616,155.0677,"ppm","E220930s526.CHR",2022-10-04,1899-12-31 08:18:26,"O2",1.156,3087.4604,122935.8134,"N2O",2.263,57.6854,0.0377,"ppm",239.601316323074,0,0.194564216483524,145002.318654435
237,"Ambient 210801","Amb11",527,"527g","F220930s527.CHR",2022-10-04,1899-12-31 08:23:50,"CH4",1.416,0.4711,2.3555,"ppm","CO2",1.96,161.2464,386.3653,"ppm","E220930s527.CHR",2022-10-04,1899-12-31 08:23:50,"O2",1.166,3633.0374,190830.2636,"N2O",2.27,78.6888,0.1238,"ppm",470.60757854226,0,0.276069781616728,206109.878211146
