section_id,quadrat,sub_quadrat,tag,stem_tag,species_code,x_m,y_m,dbh_mm,status,pom,codes,notes,secondary,latitude,longitude
NA,301,a,3420,NA,TSCA,23.9,60.9,12.8,LI,1.3,M,NA,FALSE,41.98971304,-72.13050726
NA,301,a,3420,NA,TSCA,23.9,60.9,12.8,LI,1.3,M,NA,FALSE,41.98971304,-72.13050726
NA,201,d,3421,NA,TSCA,36.7,47.5,19.2,LI,NA,M,NA,FALSE,41.98957437,-72.13038289
NA,201,b,3422,NA,TSCA,27.2,44.5,36,LI,1.3,M,NA,FALSE,41.98956264,-72.13050239
NA,201,b,3423,NA,TSCA,20.8,50.8,29.9,LI,1.3,M,NA,FALSE,41.98962843,-72.13056542
NA,201,a,3424,NA,TSCA,21.9,43.2,52.5,LI,1.3,M,NA,FALSE,41.9895594,-72.13056828
NA,201,b,3425,NA,TSCA,23.6,52,37.6,LI,1.3,M,NA,FALSE,41.98963469,-72.13052953
NA,302,b,3426,NA,TSCA,49.8,73.8,18,LI,1.3,M,NA,FALSE,41.98978684,-72.13017153
NA,201,a,3427,NA,TSCA,21.2,40.7,32,LI,1.3,M,NA,FALSE,41.98953836,-72.13058187
NA,201,a,3428,NA,TSCA,29,41.2,28,LI,1.3,M,NA,FALSE,41.9895306,-72.13048788
NA,201,c,3429,NA,BEPA,36.6,54.4,24.4,LI,NA,M,NA,FALSE,41.98963564,-72.13036958
NA,201,c,3430,NA,TSCA,35.9,54.8,18.1,LI,NA,M,NA,FALSE,41.98964028,-72.13037708
NA,201,c,3431,NA,ACRU,39.6,55.4,17,LI,NA,M,NA,FALSE,41.98963981,-72.13033174
NA,201,c,3432,NA,TSCA,39.5,53,18.2,LI,NA,M,NA,FALSE,41.98961871,-72.13033797
NA,201,c,3434,NA,ACRU,37.3,56.4,26.1,LI,NA,M,NA,FALSE,41.98965226,-72.13035704
NA,201,d,3435,NA,ACRU,39,45.9,23.9,LI,NA,M,NA,FALSE,41.98955661,-72.13035885
NA,201,d,3436,NA,QURU,38.2,49.2,37.8,LI,NA,M,NA,FALSE,41.98958709,-72.13036144
NA,201,d,3436,NA,TSCA,39.9,46.4,24.8,LI,NA,NA,NA,FALSE,41.98955963,-72.13034707
NA,201,d,3437,NA,TSCA,34.6,42.4,24.5,LI,NA,M,NA,FALSE,41.98953248,-72.13041863
NA,201,d,3438,NA,TSCA,35.1,44.5,22.8,LI,NA,M,NA,FALSE,41.9895503,-72.13040826
1,300,c,3439,NA,TSCA,16.2,77.4,25.8,LI,NA,NA,NA,FALSE,41.9898712,-72.13056434
NA,300,c,3440,NA,ACRU,16,75.4,24.5,LI,NA,NA,NA,TRUE,41.9898538,-72.13057093
NA,300,c,3442,NA,TSCA,11.8,78.3,28.7,LI,NA,NA,NA,FALSE,41.98988604,-72.13061488
NA,300,c,3444,NA,LITU,18.8,71.9,48.7,LI,NA,NA,NA,FALSE,41.98981843,-72.13054492
NA,300,c,3446,NA,TSCA,13.1,76.4,28.8,LI,NA,NA,NA,FALSE,41.98986719,-72.13060338
NA,300,d,3447,NA,TSCA,11.6,67.2,44,LI,NA,NA,NA,FALSE,41.98978805,-72.13064058
NA,300,d,3448,NA,TSCA,10.7,64.2,24.7,LI,NA,NA,NA,FALSE,41.98976288,-72.13065761
1,300,d,3449,NA,BELE,19.6,69.1,20.5,NA,NA,NA,NA,FALSE,41.98979238,-72.13054127
NA,300,d,3449,NA,BELE,19.5,69.3,20.7,LI,NA,NA,NA,FALSE,41.98979431,-72.13054204
NA,300,d,3450,NA,TSCA,18.4,68.2,7.2,LI,NA,NA,NA,FALSE,41.98978628,-72.13055746
NA,300,d,3451,NA,TSCA,18.5,67.6,11,LI,NA,NA,NA,FALSE,41.98978081,-72.13055752
NA,300,d,3452,NA,TSCA,19.7,65.2,7,LI,NA,NA,NA,FALSE,41.98975768,-72.13054827
NA,300,d,3453,NA,TSCA,19.5,66.2,14.9,LI,NA,NA,NA,FALSE,41.98976685,-72.13054855
NA,400,a,3453,NA,TSCA,2.3,81.3,47.8,LI,1.3,M,NA,FALSE,41.98992745,-72.13072178
NA,202,a,3454,NA,TSCA,42.7,43.6,27.8,LI,1.3,M,NA,FALSE,41.98953046,-72.13031959
NA,202,a,3455,NA,PIST,44.7,44.9,62.1,LI,1.3,M,NA,FALSE,41.98953885,-72.13029303
NA,202,b,3456,NA,TSCA,47.9,51,24.4,LI,1.3,M,NA,FALSE,41.98958788,-72.13024208
NA,300,c,3457,NA,TSCA,30.8,71.5,43,LI,NA,M,NA,FALSE,41.98979615,-72.13040277
NA,301,c,3457,NA,TSCA,30.6,71.2,42.6,LI,1.3,M,NA,FALSE,41.9897938,-72.13040578
NA,300,c,3458,NA,TSCA,34.7,68,36.1,LI,NA,M,NA,FALSE,41.98975906,-72.13036365
NA,301,d,3458,NA,TSCA,34.8,68,26.6,LI,1.3,M,NA,FALSE,41.9897589,-72.13036246
NA,300,c,3459,NA,TSCA,35.9,68.3,26.7,LI,NA,M,NA,FALSE,41.98975984,-72.13034872
NA,301,d,3459,NA,TSCA,35.2,68,35.8,LI,1.3,M,NA,FALSE,41.98975828,-72.13035769
NA,300,c,3460,NA,TSCA,35.6,69.3,21.1,LI,NA,NA,NA,FALSE,41.98976917,-72.13035019
NA,301,d,3460,NA,TSCA,35,69,20.8,LI,1.3,M,NA,FALSE,41.98976745,-72.13035797
NA,300,c,3461,NA,TSCA,35.7,72.6,14.8,LI,NA,M,NA,FALSE,41.98979824,-72.13034207
NA,301,c,3461,NA,TSCA,35,72.8,13,LI,1.3,M,NA,FALSE,41.9898011,-72.13034999
NA,301,c,3462,NA,PRSE,38,73,29,LI,1.3,M,NA,TRUE,41.98979819,-72.13031382
NA,300,c,3463,NA,PRSE,38,72.6,27.5,LI,NA,M,NA,TRUE,41.98979464,-72.13031466
NA,300,c,3464,NA,PIST,39.9,73.7,65,LI,NA,M,NA,FALSE,41.98980142,-72.13028971
NA,300,c,3465,NA,ACRU,39,79.7,16.9,LI,NA,M,NA,FALSE,41.98985596,-72.13028783
NA,301,c,3465,NA,ACSA,39.8,68.2,16.5,LI,1.3,M,NA,FALSE,41.98975286,-72.13030246
NA,202,b,3466,NA,TSCA,41.5,52,9.9,LI,1.3,"L,M",NA,FALSE,41.98960673,-72.13031624
NA,202,b,3467,NA,QURU,41.6,56.9,39.9,LI,1.3,M,NA,FALSE,41.98964997,-72.13030475
NA,202,b,3468,NA,TSCA,42.8,58,21.3,LI,1.3,M,NA,FALSE,41.98965784,-72.13028814
NA,202,b,3469,NA,BELE,43.2,46.8,17.3,LI,1.3,M,NA,FALSE,41.98955802,-72.13030691
NA,202,b,3470,NA,TSCA,44.7,46.3,26.4,LI,1.3,M,NA,FALSE,41.98955125,-72.13029009
NA,202,b,3471,NA,BELE,47.9,56,26.5,LI,1.3,M,NA,FALSE,41.98963216,-72.13023157
NA,202,b,3472,NA,TSCA,47.1,54.5,54.8,LI,1.3,M,NA,FALSE,41.98962013,-72.13024426
NA,202,b,3473,NA,TSCA,48.1,54.2,17.2,LI,1.3,M,NA,FALSE,41.98961591,-72.13023297
NA,202,b,3474,NA,TSCA,49,51.8,26.8,LI,1.3,M,NA,FALSE,41.98959325,-72.13022729
NA,202,a,3475,NA,TSCA,46,41,21.5,LI,1.3,M,NA,FALSE,41.98950228,-72.13028573
NA,202,a,3476,NA,ACRU,42,48.2,8.7,LI,1.3,M,NA,FALSE,41.9895723,-72.13031827
NA,202,a,3477,NA,TSCA,44.7,48.3,60.9,LI,1.3,M,NA,FALSE,41.98956897,-72.13028588
NA,202,c,3479,NA,TSCA,53.4,46.1,14.3,LI,NA,M,NA,FALSE,41.98953589,-72.13018684
NA,202,c,3480,NA,PIST,59.3,55.2,67.5,LI,NA,NA,NA,FALSE,41.98960727,-72.13009742
NA,202,c,3481,NA,TSCA,51.6,45.5,15.3,LI,NA,M,NA,FALSE,41.98953339,-72.13020955
NA,202,c,3482,NA,TSCA,51.1,47.1,17.1,LI,NA,M,NA,FALSE,41.98954834,-72.13021214
NA,202,c,3483,NA,TSCA,56.3,42.3,15.9,LI,NA,M,NA,FALSE,41.98949771,-72.13016027
NA,202,c,3484,NA,TSCA,54.9,42.1,16.6,LI,NA,M,NA,FALSE,41.98949813,-72.13017737
NA,202,c,3485,NA,ACRU,57.5,41.5,28.5,LI,NA,M,NA,FALSE,41.98948875,-72.13014765
NA,202,c,3486,NA,TSCA,59,59.9,25.5,LI,NA,NA,NA,FALSE,41.98964937,-72.13009111
NA,202,c,3487,NA,TSCA,51.3,54.2,7.1,LI,7.1,NA,NA,FALSE,41.98961091,-72.13019484
NA,202,c,3488,NA,TSCA,59.5,53.6,18.8,LI,NA,M,NA,FALSE,41.98959279,-72.13009839
NA,6,c,3489,NA,BELE,135,12,6.5,NA,NA,NA,NA,FALSE,41.98910644,-72.12928617
NA,202,c,3490,NA,TSCA,59.9,49,14,LI,NA,NA,NA,FALSE,41.98955143,-72.13010329
NA,202,c,3492,NA,TSCA,52.8,58.5,8.5,LI,NA,M,NA,FALSE,41.98964665,-72.13016793
NA,202,c,3493,NA,BELE,52.4,40.2,20.5,LI,NA,NA,NA,TRUE,41.9894852,-72.13021115
NA,202,c,3494,NA,TSCA,54.8,45.6,17.4,LI,NA,M,NA,FALSE,41.98952928,-72.13017121
NA,202,c,3495,NA,TSCA,57.5,51.7,10.9,LI,NA,M,NA,FALSE,41.98957909,-72.13012622
NA,202,c,3496,NA,TSCA,57.8,45,16.8,LI,NA,M,NA,FALSE,41.98951928,-72.13013672
NA,202,c,3497,NA,TSCA,59.9,44.9,21,LI,NA,M,NA,FALSE,41.98951511,-72.13011191
NA,202,c,3498,NA,TSCA,55.1,47.4,16.6,LI,NA,M,NA,FALSE,41.98954475,-72.13016385
NA,202,c,3499,NA,TSCA,56.4,51.5,18.5,LI,NA,M,NA,FALSE,41.98957903,-72.13013975
NA,202,c,3500,NA,TSCA,52.9,55.5,36.5,LI,NA,M,NA,FALSE,41.98961993,-72.13017305
NA,300,a,3501,NA,TSCA,0.2,63.7,22.4,LI,1.3,M,NA,FALSE,41.98977485,-72.13078378
NA,300,a,3503,NA,BEAL,7.9,66.3,25.7,LI,1.3,M,NA,TRUE,41.98978585,-72.13068656
NA,300,a,3503,NA,TSCA,1.5,70.2,4.3,LI,1.3,M,NA,FALSE,41.98983039,-72.13075463
NA,300,b,3505,NA,TSCA,4.6,72,11.9,LI,1.3,M,NA,FALSE,41.98984149,-72.13071391
NA,300,b,3506,NA,TSCA,4.5,71.9,13.7,LI,1.3,M,NA,FALSE,41.98984076,-72.13071531
NA,300,b,3507,NA,TSCA,7.6,75.4,48.1,LI,1.3,M,NA,FALSE,41.98986692,-72.13067102
NA,300,b,3508,NA,TSCA,7,72.9,9,LI,1.3,M,NA,FALSE,41.98984571,-72.13068342
NA,300,b,3508,NA,TSCA,7.7,74,48.1,LI,1.3,M,NA,FALSE,41.98985436,-72.13067277
NA,300,b,3510,NA,BEAL,1.2,10.8,19.7,LI,1.3,M,NA,FALSE,41.98930478,-72.13088301
NA,300,a,3511,NA,TSCA,0.7,70,16,LI,1.3,M,NA,FALSE,41.98982987,-72.13076458
NA,300,a,3513,NA,TSCA,9.5,64.8,8.2,LI,1.3,M,NA,FALSE,41.98977007,-72.13067065
NA,300,a,3514,NA,ACRU,5.2,64.1,31,LI,1.3,M,NA,FALSE,41.98977059,-72.13072336
NA,300,a,3515,NA,NA,9.1,69.1,54.4,LI,1.3,M,NA,FALSE,41.98980878,-72.13066638
NA,301,b,3516,NA,TSCA,28.6,77.3,32,LI,1.3,M,NA,FALSE,41.98985095,-72.13041679
NA,301,b,3516,NA,TSCA,28.6,77.3,32,LI,1.3,M,NA,FALSE,41.98985095,-72.13041679
NA,301,b,3517,NA,NA,23.7,75.3,26,LI,1.3,M,NA,FALSE,41.98984089,-72.13047938
NA,301,b,3517,NA,NA,23.7,75.3,26,LI,1.3,M,NA,FALSE,41.98984089,-72.13047938
NA,301,a,3518,NA,TSCA,27.3,65.6,14.1,LI,1.3,M,NA,FALSE,41.98974936,-72.13045687
NA,301,a,3518,NA,TSCA,27.3,65.6,14.1,LI,1.3,M,NA,FALSE,41.98974936,-72.13045687
NA,302,a,3519,NA,TSCA,47.7,69.9,32.5,LI,1.3,M,NA,FALSE,41.98975558,-72.13020475
NA,301,a,3520,NA,TSCA,28.5,62.6,28.4,LI,1.3,M,NA,FALSE,41.98972091,-72.13044887
NA,301,a,3520,NA,TSCA,28.5,62.6,28.4,LI,1.3,M,NA,FALSE,41.98972091,-72.13044887
NA,301,a,3521,NA,TSCA,22.8,65.5,45.1,LI,1.3,M,NA,FALSE,41.9897555,-72.1305107
NA,301,a,3521,NA,TSCA,22.8,65.5,45.1,LI,1.3,M,NA,FALSE,41.9897555,-72.1305107
NA,301,b,3522,NA,PIST,29.1,79.8,79,LI,1.3,M,NA,FALSE,41.98987231,-72.13040558
NA,301,b,3522,NA,PIST,29.1,79.8,79,LI,1.3,M,NA,FALSE,41.98987231,-72.13040558
NA,302,b,3524,NA,QURU,49.8,71,36,LI,1.3,M,NA,FALSE,41.98976204,-72.13017742
NA,301,a,3525,NA,TSCA,27,61.8,27.1,LI,1.3,M,NA,FALSE,41.98971617,-72.13046843
NA,301,a,3525,NA,TSCA,27,61.8,27.1,LI,1.3,M,NA,FALSE,41.98971617,-72.13046843
NA,301,b,3526,NA,TSCA,21,79.4,31.5,LI,1.3,M,NA,FALSE,41.98988142,-72.13050294
NA,301,b,3526,NA,TSCA,21,79.4,31.5,LI,1.3,M,NA,FALSE,41.98988142,-72.13050294
NA,301,a,3527,NA,TSCA,28.4,69.7,24.1,LI,1.3,M,NA,FALSE,41.98978395,-72.13043515
NA,301,a,3527,NA,TSCA,28.4,69.7,24.1,LI,1.3,M,NA,FALSE,41.98978395,-72.13043515
NA,302,a,3528,NA,BELE,40.8,60.2,32.5,LI,1.3,M,NA,FALSE,41.98968045,-72.13030735
NA,303,b,3529,NA,ACRU,62.6,74.7,19.5,LI,1.3,M,NA,FALSE,41.98977482,-72.13001712
NA,303,b,3530,NA,TSCA,63.2,77,46.5,LI,1.2,M,NA,FALSE,41.98979426,-72.13000514
NA,303,b,3531,NA,ACRU,65.7,75.1,16.5,LI,1.15,"A,M",NA,FALSE,41.98977353,-72.12997934
NA,303,b,3532,NA,BELE,67.7,72.4,22.2,LI,1.3,M,NA,FALSE,41.98974649,-72.12996118
NA,203,c,3533,NA,QURU,71.7,57.6,40.9,LI,NA,M,NA,FALSE,41.98960916,-72.12994462
NA,203,b,3534,NA,TSCA,66.5,56.5,9,LI,NA,M,NA,FALSE,41.98960754,-72.13000889
NA,203,b,3535,NA,QURU,69.1,55.5,52.6,LI,NA,M,NA,FALSE,41.98959463,-72.12998001
NA,203,b,3536,NA,TSCA,69.9,54,29.2,LI,NA,NA,NA,FALSE,41.98958009,-72.12997363
NA,303,c,3537,NA,TSCA,74.6,71.3,39.4,LI,NA,M,NA,FALSE,41.98972597,-72.12988128
NA,303,b,3539,NA,TSCA,69.6,73.2,33.9,LI,1.3,M,NA,FALSE,41.98975061,-72.12993686
NA,300,c,3540,NA,TSCA,32.2,62.6,20.7,LI,NA,NA,NA,FALSE,41.98971514,-72.13040478
NA,301,d,3540,NA,TSCA,32,62,19.5,LI,1.3,M,NA,FALSE,41.98971013,-72.13040843
NA,300,c,3541,NA,ACRU,33.9,61.5,19.7,LI,NA,M,NA,FALSE,41.98970274,-72.13038684
NA,301,d,3541,NA,ACRU,33,61.2,19.4,LI,1.3,M,NA,FALSE,41.98970149,-72.13039819
NA,300,c,3542,NA,PRSE,38.2,65.3,33.9,LI,NA,M,NA,FALSE,41.98972968,-72.13032762
NA,301,d,3542,NA,PRSE,37.5,65.2,33.8,LI,1.3,M,NA,FALSE,41.98972989,-72.13033617
NA,302,b,3544,NA,ACRU,41.3,70,32.9,LI,1.3,M,NA,FALSE,41.98976646,-72.1302808
NA,303,d,3544,NA,TSCA,71.2,60.3,28.8,LI,1.3,M,NA,TRUE,41.98963386,-72.1299449
NA,303,b,3546,NA,TSCA,67.3,73.1,17,LI,1.3,M,NA,FALSE,41.98975331,-72.12996448
NA,301,c,3547,NA,PIST,39.6,73,66.7,LI,1.3,M,also tagged with 3464 likely in plot 0302,FALSE,41.98979569,-72.13029476
NA,302,b,3547,NA,PIST,40.2,73.8,66,LI,1.3,M,NA,FALSE,41.98980184,-72.13028592
NA,303,b,3548,NA,TSCA,63.2,71.3,22,LI,1.3,M,NA,FALSE,41.98974377,-72.13001711
NA,302,a,3549,NA,TSCA,48.9,60.6,17.9,LI,1.3,M,NA,FALSE,41.98967134,-72.13020999
NA,302,a,3550,NA,TSCA,44.5,65.3,53.1,LI,1.3,M,NA,FALSE,41.98971984,-72.13025255
NA,302,b,3551,NA,TSCA,46.1,74.7,35,LI,1.3,M,NA,FALSE,41.98980059,-72.13021373
NA,401,a,3552,NA,TSCA,27.5,85.1,14.3,LI,1.3,M,NA,FALSE,41.98992175,-72.13041351
NA,303,a,3553,NA,TSCA,62.1,60.3,12.9,LI,1.3,M,NA,FALSE,41.98964807,-72.13005334
NA,303,d,3554,NA,PIST,78.2,61.2,32,LI,1.3,M,NA,FALSE,41.9896309,-72.1298596
NA,302,b,3555,NA,TSCA,42.2,79.2,34.7,LI,1.3,M,NA,FALSE,41.98984654,-72.13025075
NA,302,b,3556,NA,TSCA,43.8,70.2,27.3,LI,1.3,M,NA,FALSE,41.98976433,-72.13025059
NA,302,a,3557,NA,TSCA,49.9,66.3,27.5,LI,1.3,M,NA,FALSE,41.98972026,-72.1301861
NA,401,b,3558,NA,TSCA,39.3,82.9,15.8,LI,1.3,M,NA,FALSE,41.98988384,-72.13027753
NA,302,a,3559,NA,TSCA,42.6,65.5,28.1,LI,1.3,M,NA,FALSE,41.98972458,-72.13027477
NA,302,a,3560,NA,TSCA,47.2,67.3,23,LI,1.3,M,NA,FALSE,41.98973334,-72.13021617
NA,303,a,3561,NA,QURU,67.2,61.1,39.5,LI,1.3,M,NA,FALSE,41.98964719,-72.12999088
NA,302,b,3563,NA,TSCA,50.3,60.3,20.2,LI,1.3,M,NA,FALSE,41.9896665,-72.13019394
NA,303,d,3564,NA,QURU,76.5,65,52.1,LI,1.3,M,NA,FALSE,41.98966721,-72.12987187
NA,303,b,3565,NA,TSCA,64.2,69.7,19.3,LI,1.3,M,NA,FALSE,41.98972804,-72.13000856
NA,303,a,3566,NA,TSCA,68.8,63.4,42.1,LI,1.3,M,NA,FALSE,41.98966506,-72.12996699
NA,402,a,3567,NA,TSCA,40.2,82.6,36.6,LI,1.3,M,NA,FALSE,41.98987977,-72.13026743
NA,302,c,3568,NA,TSCA,51.9,75,49.8,LI,NA,NA,NA,FALSE,41.98979419,-72.13014399
NA,302,c,3569,NA,TSCA,56.1,79.5,25.2,LI,NA,NA,NA,FALSE,41.98982749,-72.13008449
NA,302,c,3570,NA,TSCA,55.3,79.8,15,LI,NA,NA,NA,FALSE,41.98983139,-72.13009339
NA,302,c,3571,NA,TSCA,51.4,72.1,19.4,LI,NA,NA,NA,FALSE,41.98976929,-72.13015604
NA,302,c,3572,NA,ACRU,55.4,78.1,35.5,LI,NA,NA,NA,FALSE,41.98981618,-72.13009577
NA,302,c,3573,NA,TSCA,53.6,71,52.2,LI,NA,NA,NA,FALSE,41.98975611,-72.13013214
NA,302,d,3574,NA,BELE,52.3,67.8,20.5,LI,NA,NA,NA,FALSE,41.9897298,-72.13015435
NA,302,c,3575,NA,BELE,51.7,79.5,33.3,LI,NA,NA,NA,FALSE,41.98983436,-72.13013692
NA,302,d,3576,NA,TSCA,53.2,65.6,26,LI,NA,NA,NA,FALSE,41.98970891,-72.13014825
NA,302,d,3577,NA,TSCA,59.3,69.5,15,LI,NA,NA,NA,FALSE,41.98973392,-72.13006737
NA,302,d,3578,NA,TSCA,51.8,63,44.2,LI,NA,NA,NA,FALSE,41.98968807,-72.13017039
NA,6,a,3579,NA,PIST,120.9,0.1,1.6,LI,NA,NA,NA,FALSE,41.98902307,-72.12947919
NA,302,d,3580,NA,TSCA,59,64.8,50.9,LI,NA,NA,NA,FALSE,41.98969277,-72.13008082
NA,302,d,3581,NA,TSCA,59.5,62,29.6,LI,NA,NA,NA,FALSE,41.98966719,-72.13008074
NA,6,a,3582,NA,PIST,123.9,8.8,2.7,LI,NA,NA,NA,FALSE,41.98909544,-72.12942516
NA,4,c,3583,NA,PIST,94.7,19.9,2,LI,1.3,M,NA,FALSE,41.98923935,-72.12974977
NA,303,c,3584,NA,TSCA,73.9,72,21,LI,NA,M,NA,FALSE,41.98973326,-72.12988815
NA,203,b,3585,NA,TSCA,62.5,50.7,21.3,LI,NA,M,NA,FALSE,41.98956242,-72.13006874
NA,203,c,3586,NA,TSCA,71.2,54.3,20.7,LI,NA,M,NA,FALSE,41.98958072,-72.12995751
NA,303,d,3587,NA,QURU,79.6,64.9,34.7,LI,1.3,M,NA,FALSE,41.98966148,-72.12983514
NA,203,b,3588,NA,TSCA,64,57.6,18.9,LI,NA,M,NA,FALSE,41.98962119,-72.13003637
NA,303,c,3589,NA,QURU,79.5,73.6,47.6,LI,NA,M,NA,FALSE,41.98973869,-72.12981806
NA,303,c,3590,NA,TSCA,74.3,74.7,20.1,LI,NA,M,NA,FALSE,41.98975655,-72.12987771
NA,303,c,3591,NA,PIST,79,79.5,21.6,LI,NA,M,NA,FALSE,41.98979172,-72.12981162
NA,303,c,3592,NA,TSCA,78,78.5,35.7,LI,NA,M,NA,FALSE,41.98978443,-72.12982563
NA,303,c,3593,NA,TSCA,70.5,75,19.6,LI,NA,M,NA,FALSE,41.98976514,-72.12992236
NA,303,c,3594,NA,BELE,71.7,73.8,35.1,LI,NA,M,NA,FALSE,41.98975264,-72.12991058
NA,203,b,3595,NA,TSCA,66.1,56,24.6,LI,NA,M,NA,FALSE,41.98960374,-72.13001471
NA,303,c,3596,NA,BELE,74.3,73.6,24.7,LI,NA,M,NA,FALSE,41.98974681,-72.12988002
NA,203,b,3597,NA,BELE,62.4,55,32.9,LI,NA,M,NA,FALSE,41.98960066,-72.1300609
NA,303,c,3598,NA,PIST,79,71.2,21.1,LI,NA,M,NA,FALSE,41.98971821,-72.12982906
NA,203,c,3599,NA,TSCA,71.9,56.3,31,LI,NA,M,NA,FALSE,41.98959734,-72.12994497
NA,203,b,3600,NA,ACRU,68.2,54.2,14.4,LI,1,"A,M",NA,FALSE,41.98958452,-72.12999347
NA,4,a,3602,NA,KALA,85.8,1.8,1.1,LI,1.3,M,NA,FALSE,41.98909295,-72.12989385
NA,4,a,3603,NA,KALA,84.4,15.4,1.2,LI,1.3,M,NA,FALSE,41.98921558,-72.12988196
NA,5,d,3604,NA,BELE,114.3,7.2,1.5,LI,1.3,M,NA,FALSE,41.98909626,-72.12954291
NA,203,c,3605,NA,KALA,76.9,51.8,2.2,LI,NA,NA,NA,TRUE,41.98954968,-72.12989484
NA,4,c,3606,NA,PIST,98,19.1,4.6,LI,1.3,M,NA,FALSE,41.98922711,-72.12971213
NA,203,b,3607,NA,TSCA,66.5,59.6,4.9,LI,NA,M,NA,FALSE,41.989635,-72.13000238
NA,4,d,3608,NA,NA,92.4,0.4,1.4,LI,1.3,M,NA,FALSE,41.98907024,-72.12981815
NA,4,b,3609,NA,KALA,81.9,10.8,1.4,LI,1.3,M,NA,FALSE,41.98917875,-72.12992141
NA,6,c,3609,NA,BELE,132.7,19.7,1.2,NA,NA,NA,NA,FALSE,41.98917823,-72.1292974
NA,5,b,3610,NA,BELE,106.6,11.7,1.4,LI,1.3,M,NA,FALSE,41.98914814,-72.12962521
NA,4,b,3611,NA,KALA,80,NA,1.4,LI,1.3,M,NA,FALSE,#DIV/0!,#DIV/0!
NA,203,d,3612,NA,KALA,78.7,49.4,2.3,LI,NA,M,NA,FALSE,41.98952561,-72.12987844
NA,5,b,3613,NA,TSCA,105.3,13.2,1.6,LI,1.3,M,NA,FALSE,41.98916346,-72.12963754
NA,203,c,3614,NA,KALA,79.5,53.5,5,LI,NA,M,NA,TRUE,41.98956067,-72.12986029
NA,4,c,3615,NA,KALA,93.9,14.5,1.5,LI,1.3,M,NA,TRUE,41.98919278,-72.12977065
NA,203,c,3616,NA,KALA,79.1,50.1,5,LI,0.9,M,NA,FALSE,41.98953118,-72.1298722
NA,203,c,3617,NA,KALA,77.3,53.4,1.7,LI,NA,M,NA,FALSE,41.98956322,-72.12988671
NA,6,c,3618,NA,BELE,134.8,11.8,4.2,NA,NA,NA,NA,FALSE,41.98910498,-72.12928897
NA,6,a,3619,NA,BELE,122,4.9,5.2,LI,NA,NA,NA,FALSE,41.98906387,-72.12945599
NA,500,b,3619,NA,TSCA,9.9,120,34.8,LI,1.3,M,NA,FALSE,41.99025833,-72.1305499
NA,4,a,3620,NA,KALA,85.1,12.3,1.6,LI,1.3,M,NA,FALSE,41.98918703,-72.12988013
NA,6,a,3621,NA,PIST,121.1,1,4.4,LI,NA,NA,NA,FALSE,41.98903073,-72.12947491
NA,203,c,3622,NA,KALA,78.6,52.2,1.5,LI,NA,M,NA,FALSE,41.98955056,-72.12987375
NA,4,b,3623,NA,KALA,82.3,12.2,1.8,LI,1.3,M,NA,FALSE,41.98919052,-72.12991371
NA,4,a,3624,NA,KALA,86.2,12.4,1.9,LI,1.3,M,NA,FALSE,41.9891862,-72.12986681
NA,501,a,3625,NA,PIST,21.2,103.9,48,LI,1.3,M,NA,FALSE,41.99009809,-72.13044908
NA,5,c,3626,NA,BELE,113.9,14.6,1.4,LI,NA,M,NA,FALSE,41.98916243,-72.12953213
NA,4,c,3627,NA,PIST,95.9,17.9,4,LI,1.3,M,NA,TRUE,41.98921976,-72.12973968
NA,6,a,3628,NA,BELE,122.9,4.3,2.4,LI,NA,NA,NA,FALSE,41.98905715,-72.12944653
NA,4,c,3629,NA,PIST,93.2,19.9,2.7,NA,NA,NA,NA,FALSE,41.98924169,-72.12976765
NA,6,c,3630,NA,BELE,135.2,18.4,1.4,NA,NA,NA,NA,FALSE,41.98916281,-72.12927034
NA,4,a,3633,NA,KALA,80.1,8.3,2,LI,1.3,M,NA,FALSE,41.98915942,-72.12994811
NA,204,a,3634,NA,PIST,84.1,41.3,1.7,LI,NA,NA,NA,FALSE,41.98944544,-72.12983111
NA,4,a,3635,NA,KALA,89.4,1.4,2,LI,1.3,M,NA,FALSE,41.98908378,-72.1298518
NA,5,d,3636,NA,PIST,118.4,5.6,3.5,LI,1.3,M,NA,TRUE,41.98907569,-72.12949742
NA,203,d,3637,NA,KALA,77.7,49.9,1.3,LI,NA,M,NA,TRUE,41.9895316,-72.1298893
NA,203,c,3638,NA,KALA,79.7,57.4,1.4,LI,NA,NA,NA,FALSE,41.9895949,-72.12984971
NA,5,d,3639,NA,BELE,111.9,9.6,1.5,LI,1.3,M,NA,FALSE,41.98912127,-72.12956647
NA,4,a,3640,NA,KALA,89.2,2.8,1.5,LI,1.3,M,NA,FALSE,41.98909649,-72.12985124
NA,6,b,3641,NA,PIST,124.2,10.4,2.8,NA,NA,NA,NA,TRUE,41.98910914,-72.12941822
NA,5,c,3642,NA,BELE,117.6,10.9,2.5,LI,NA,M,NA,FALSE,41.98912388,-72.12949581
NA,5,d,3643,NA,BELE,119.8,2.9,3.9,LI,NA,M,NA,FALSE,41.98904959,-72.12948641
NA,6,c,3644,NA,BELE,136.1,19,1,NA,NA,NA,NA,FALSE,41.98916672,-72.12925835
NA,5,d,3645,NA,BELE,116.8,1.7,2.1,LI,1.3,M,NA,FALSE,41.98904365,-72.12952468
NA,4,c,3646,NA,TSCA,95,16.9,2.5,LI,1.3,M,NA,FALSE,41.98921231,-72.1297525
